Timestamp,Acceleration_X,Acceleration_Y,Acceleration_Z,Gyro_X,Gyro_Y,Gyro_Z,time_s,acc_mag,gyro_mag,acc_sq,gyro_sq,Energy,is_active
2025-11-22T17:45:19.644231,-0.0039608123805965,0.0177562094702603,-9.82385658178618,0.0329607597248823,0.0398424848134429,-0.0504450422509436,19.644231,0.030001791679609396,0.07223944604888895,0.0009001075039866796,0.005218537565450337,0.006539043378554534,0
2025-11-22T17:45:19.653846,-0.0049409823894533,0.017851972548609,-9.823911064203475,0.0332707385621118,0.0385593448914374,-0.0524272537901823,19.653846,0.03024640841805617,0.07309160049489542,0.0009148452221918591,0.005342382062905397,0.006559486623330474,0
2025-11-22T17:45:19.663462,-0.0058407196797633,0.0180786901552497,-9.824391853495763,0.0332807554538663,0.0369071373798893,-0.0543863498809311,19.663462,0.03091788416217774,0.07367238645876165,0.0009559155610658411,0.005427620526529126,0.006600509305552288,0
2025-11-22T17:45:19.673077,-0.0066275256475472,0.0184615500696386,-9.82531803229089,0.0330175550399502,0.0348692161039338,-0.0562701588748559,19.673077,0.0320274208494088,0.07397534692260997,0.0010257556862651456,0.0054723519523205005,0.006687684664509192,0
2025-11-22T17:45:19.682692,-0.0072703759231289,0.0190203587605973,-9.826697394358948,0.0325207575805487,0.0324406572445081,-0.0580279906579099,19.682692,0.03357652869196896,0.0740084023328632,0.0011273832790026149,0.005477243615862951,0.006854929371584806,0
2025-11-22T17:45:19.692308,-0.0077408195050592,0.0197684553614828,-9.828525780907992,0.0318419278340791,0.0296297194747995,-0.0596123883882973,19.692308,0.035558856708273655,0.07379339735845761,0.0012644322903995382,0.005445465493703218,0.0071445074506059835,0
2025-11-22T17:45:19.701923,-0.0080141026695381,0.0207117080579447,-9.83078639436716,0.031042934916534,0.0264590777647935,-0.0609808104074721,19.701923,0.037960542282818296,0.07336488153297607,0.0014410027704056358,0.005382405842347613,0.007606354378861696,0
2025-11-22T17:45:19.711538,-0.0080702859041168,0.0218475830631659,-9.833449049611458,0.030193614042339,0.0229668144847517,-0.0620971996653666,19.711538,0.04075886799441131,0.07276806375598527,0.0016612853201858463,0.005295191102795136,0.008296647403680434,0
2025-11-22T17:45:19.721154,-0.0078953201879891,0.0231642820727329,-9.836469351673289,0.0293687637990981,0.0192071544832621,-0.0629333798150178,19.721154,0.04391962723300332,0.07205587668866711,0.0019289336562859668,0.0051920493653724005,0.0092756151113841,0
2025-11-22T17:45:19.730769,-0.0074820476489752,0.0246399727378778,-9.839787812156745,0.0286445521630609,0.0152509271416783,-0.0634701932456396,19.730769,0.04739387396874463,0.07128510768696314,0.0022461792897652496,0.005081566577941931,0.010604659982906228,0
2025-11-22T17:45:19.740385,-0.0068310915186449,0.0262421729732101,-9.843328945128482,0.0280944636000626,0.0111857289504573,-0.0636982891084233,19.740385,0.051114703751845264,0.07051164054586037,0.002612712939638904,0.00497189145246862,0.012342953773780991,0
2025-11-22T17:45:19.75,-0.005951600462712,0.0279273726109574,-9.847000427261008,0.0277849830950653,0.0071157463638691,-0.0636184930046061,19.75,0.05499454383605955,0.06978503983007459,0.0030243998517362754,0.004869951784085096,0.014543746200294718,0
2025-11-22T17:45:19.759615,-0.0048618104923419,0.0296409754082126,-9.850692461095267,0.0277712576986241,0.0031611788935892,-0.0632417331400642,19.759615,0.05892325717667708,0.06914298675006568,0.0034719502363088272,0.004780752616719758,0.017250689969731572,0
2025-11-22T17:45:19.769231,-0.00358938234164,0.0313176272560481,-9.85427752231602,0.0280929897684019,-0.0005428221766167,-0.0625885365811227,19.769231,0.06276724361726553,0.06860638192915798,0.00393972687130916,0.0047068356414094945,0.02049451703565081,0
2025-11-22T17:45:19.778846,-0.0021714661018857,0.0328819753819538,-9.857610682232064,0.0287707980380297,-0.0038478013248275,-0.0616881343002973,19.778846,0.0663696487657937,0.06817617111742162,0.00440493027729482,0.004647990308231954,0.024290392800304483,0
2025-11-22T17:45:19.788462,-0.000654445676226,0.0342498855515742,-9.860530675545473,0.0298032386295062,-0.0065943229704415,-0.0605772332679999,19.788462,0.06955174793943183,0.0678330252801057,0.004837445641430261,0.004601319318651458,0.028636224642580973,0
2025-11-22T17:45:19.798077,0.0009066697315847,0.0353301265545675,-9.86286184367784,0.0311646237809004,-0.0086150088603787,-0.0592985369586525,19.798077,0.07211554120257946,0.06754086643289485,0.005200651282940935,0.004561768638506142,0.033512114889413344,0
2025-11-22T17:45:19.807692,0.0024492123514047,0.0360265051304014,-9.864417035670105,0.0328037331298034,-0.0097382437961132,-0.0578991222335784,19.807692,0.07384756053910348,0.06725493777339141,0.005453462197576553,0.00452322665490275,0.03888103861216148,0
2025-11-22T17:45:19.817308,0.0039041548700256,0.0362403987961,-9.86500149693414,0.0346434897977925,-0.0097924331561544,-0.0564288031056565,19.817308,0.07452384540419509,0.0669348410950863,0.005553803533828369,0.004480272952424453,0.04469070843240568,0
2025-11-22T17:45:19.826923,0.0051976914184716,0.0358736002892729,-9.864417722157231,0.0365816588268567,-0.0086106607370246,-0.0549386197250956,19.826923,0.07391599368013892,0.06656285133729882,0.005463574121722336,0.004430613178151343,0.05087647681881234,0
2025-11-22T17:45:19.836538,0.0062530381474501,0.0348313694327185,-9.862471193074526,0.0384925994268857,-0.0060355975981417,-0.0534795762652072,19.836538,0.07179815280901483,0.06616776954463169,0.005154974746786644,0.004378173726511489,0.057365034125312984,0
