loop,trig_cnt,accel_x_ms2,accel_y_ms2,accel_z_ms2,gyro_x_dps,gyro_y_dps,gyro_z_dps,time_s,person_id,exercise_label,repetition_index
1946,0,-0.1099483892524966,0.1669707569920526,-9.568931673665285,-1.4838682810277637,19.05569856789644,-4.289393670774297,19.46,athlete_01,deep-squat,7
1947,0,-0.1167117031692691,0.1666478487757598,-9.60981962108988,-2.7544984751793153,18.312752089569372,-3.886550294026106,19.47,athlete_01,deep-squat,7
1948,0,-0.1266297802219597,0.1541576231077956,-9.632360417285334,-4.52920707519527,17.523776691526948,-3.4909822358284357,19.48,athlete_01,deep-squat,7
1949,0,-0.1281167686923463,0.156780649064056,-9.652959878488794,-6.111807234421739,16.527236368381107,-2.8289175016921684,19.49,athlete_01,deep-squat,7
1950,0,-0.1221052519859738,0.1604882714388066,-9.688067851396392,-6.945421949433794,15.930916163965684,-2.021083976044284,19.5,athlete_01,deep-squat,7
1951,0,-0.1173682728610607,0.1613516812410809,-9.730216544130403,-8.252736988161681,14.800240958769216,-1.3443956955285818,19.51,athlete_01,deep-squat,7
1952,0,-0.1153582144955345,0.1540146131356439,-9.780907063975404,-9.74007764572977,13.924851425861949,-0.5965348873443634,19.52,athlete_01,deep-squat,7
1953,0,-0.119011435710046,0.1513097731332078,-9.802834094402863,-10.986001427693733,13.493142426025278,-0.0745164126519096,19.53,athlete_01,deep-squat,7
1954,0,-0.1208900822707685,0.1448696257632813,-9.859716781964448,-11.34589695539465,13.134070724486447,0.6535410665619112,19.54,athlete_01,deep-squat,7
1955,0,-0.1174213422887559,0.1361082679819405,-9.861257079779143,-12.590171407545297,12.155441994997656,1.28745124201328,19.55,athlete_01,deep-squat,7
1956,0,-0.1255322330020433,0.1258244402736373,-9.893465957616105,-13.502535355543852,11.36284012148111,1.845214478085019,19.56,athlete_01,deep-squat,7
1957,0,-0.1263349314581064,0.1176476217466639,-9.947218940706035,-14.052289191255436,10.412178840735312,2.1801588741396185,19.57,athlete_01,deep-squat,7
1958,0,-0.1381455699760272,0.1145691332451978,-9.970536835528897,-14.87481357386896,9.668163711394602,3.1424577006349037,19.58,athlete_01,deep-squat,7
1959,0,-0.1354309389450413,0.1100320343450635,-10.017364120979437,-15.6756759337557,9.379871765345603,3.571606606423939,19.59,athlete_01,deep-squat,7
1960,0,-0.1392819263558148,0.1105670362010687,-10.04812262879152,-16.902726557175367,8.541433114673927,4.357720801231961,19.6,athlete_01,deep-squat,7
1961,0,-0.1460683004248494,0.1015911459720312,-10.075008766299412,-17.648528544139147,8.004849307116547,4.995501376562628,19.61,athlete_01,deep-squat,7
1962,0,-0.1424924106553503,0.1005294579463076,-10.09408104652411,-18.987765707996054,7.133031683969523,5.648765550729608,19.62,athlete_01,deep-squat,7
1963,0,-0.1492499820822493,0.0865638645248219,-10.120518134704067,-19.467810373046515,5.930592571220571,6.252438696566017,19.63,athlete_01,deep-squat,7
1964,0,-0.1536916695803037,0.0805315269305498,-10.16149776988788,-20.430553487653196,5.688548908218134,6.937923644003794,19.64,athlete_01,deep-squat,7
1965,0,-0.1460342675828213,0.0752623406983923,-10.207899310115126,-21.694902403859075,4.696966101973938,7.443452302503414,19.65,athlete_01,deep-squat,7
1966,0,-0.1530065465990443,0.0751016127977142,-10.241130819691213,-22.01028285259207,3.9660447914910746,7.784995198018167,19.66,athlete_01,deep-squat,7
1967,0,-0.1568920520431625,0.0781061765475567,-10.301423246104957,-23.20744249734588,3.4745252603012937,8.080506932932964,19.67,athlete_01,deep-squat,7
1968,0,-0.160417655535679,0.0649732867063112,-10.339948932257215,-24.03861757053707,2.6272741248729226,8.49908491181863,19.68,athlete_01,deep-squat,7
1969,0,-0.1565144115352479,0.0545782929128329,-10.378121844974997,-25.32306305148902,2.2313513461927044,9.286813147993664,19.69,athlete_01,deep-squat,7
1970,0,-0.1665011677283342,0.0478396778707662,-10.411620492664962,-26.40606087155979,1.6708861447648276,9.942857134197853,19.7,athlete_01,deep-squat,7
1971,0,-0.1597666465853276,0.0270393858517205,-10.432965794386044,-27.519527055907577,0.7881204567594559,10.355704863319742,19.71,athlete_01,deep-squat,7
