loop,trig_cnt,accel_x_ms2,accel_y_ms2,accel_z_ms2,gyro_x_dps,gyro_y_dps,gyro_z_dps,time_s,person_id,exercise_label,repetition_index
5842,0,-0.0807435091697623,0.1790610667192803,-9.49784108584153,1.5557563068628246,21.100300949169103,-6.237187828708933,58.42,athlete_01,deep-squat,20
5843,0,-0.0900635114259625,0.1748462328600743,-9.511818502127786,0.1864135071695609,20.663253915486077,-5.915541634548038,58.43,athlete_01,deep-squat,20
5844,0,-0.0811816961370839,0.1715768306030917,-9.534012932844975,-0.4682001172300407,19.783268995916487,-5.292689600541054,58.44,athlete_01,deep-squat,20
5845,0,-0.0909276536698695,0.1671980599337693,-9.564814754989436,-1.4683772636366943,19.076616082956708,-4.663347649157103,58.45,athlete_01,deep-squat,20
5846,0,-0.0930749484450601,0.1582984232855901,-9.608809709708172,-1.7884420721875152,18.118494791700453,-4.148459591213671,58.46,athlete_01,deep-squat,20
5847,0,-0.0969990850952104,0.1560683963142716,-9.622909374153087,-3.065296410137765,17.582285903078837,-3.940085459976739,58.47,athlete_01,deep-squat,20
5848,0,-0.0962677887055605,0.1455096221200453,-9.664565244980476,-3.827132000239514,17.30025673235049,-3.2627967910850013,58.48,athlete_01,deep-squat,20
5849,0,-0.1036623572577484,0.150159375454206,-9.683205673427167,-5.119845411603786,16.623823584149143,-2.716169310691112,58.49,athlete_01,deep-squat,20
5850,0,-0.1027222988494657,0.1562554839584621,-9.70468360869484,-6.556671264138254,15.84276779463485,-1.8987204710553407,58.5,athlete_01,deep-squat,20
5851,0,-0.1007925574983567,0.1508514797249762,-9.720491600207646,-7.897848922415445,15.165074560918324,-1.420020221026936,58.51,athlete_01,deep-squat,20
5852,0,-0.1048726529169346,0.1499570519697277,-9.78404458056335,-9.214086300359083,14.454999408734787,-0.3781107742317906,58.52,athlete_01,deep-squat,20
5853,0,-0.1117425233245489,0.1402209559999963,-9.831914694574634,-9.723979508740916,14.51801264365255,0.2655701100035786,58.53,athlete_01,deep-squat,20
5854,0,-0.1129850176683635,0.1406223435969574,-9.856820944430654,-10.774573969070785,13.54107119937193,0.7214139599762334,58.54,athlete_01,deep-squat,20
5855,0,-0.1229668478164779,0.135154544639199,-9.888892635777294,-12.337916420904673,12.94122613659723,0.9277122255746252,58.55,athlete_01,deep-squat,20
5856,0,-0.1248059514182852,0.1167317085589302,-9.907562374839689,-13.262236812748462,11.683716737384502,1.471839402484166,58.56,athlete_01,deep-squat,20
5857,0,-0.1212210609068291,0.1044150719551533,-9.94617672044694,-14.276748620243003,10.439847799728463,2.2696978102697867,58.57,athlete_01,deep-squat,20
5858,0,-0.1242879114683132,0.1014758461894607,-9.97523251940543,-15.115177616447996,9.242434598375691,2.9401008493454817,58.58,athlete_01,deep-squat,20
5859,0,-0.1388446050925545,0.0951250887565396,-10.01587164513718,-16.336098410394534,8.558387987744434,3.5054924952927116,58.59,athlete_01,deep-squat,20
5860,0,-0.1431537059536146,0.100299461143701,-10.048815727841042,-16.287864214393274,7.635025161447907,4.140157750022272,58.6,athlete_01,deep-squat,20
5861,0,-0.1436835270550484,0.0972253140655583,-10.116991088160797,-17.03547403402653,7.3085721641482175,4.706704783275144,58.61,athlete_01,deep-squat,20
5862,0,-0.1463314379246674,0.0945035724951102,-10.13638793115187,-19.061179437089947,7.1728803760992905,5.372853327395504,58.62,athlete_01,deep-squat,20
5863,0,-0.1559603191454272,0.0796716083115407,-10.157681252631964,-19.560519909763432,6.662038905056359,5.990502290028272,58.63,athlete_01,deep-squat,20
5864,0,-0.1605501415447326,0.0813804829818655,-10.170052164503096,-20.536270238657934,5.730851516541012,6.364184041667518,58.64,athlete_01,deep-squat,20
5865,0,-0.1548079531963131,0.0733026239357565,-10.217052687797096,-21.287916294653996,5.43202245277086,6.982836873887567,58.65,athlete_01,deep-squat,20
5866,0,-0.1544498566641037,0.0675431081481781,-10.254796790295677,-22.74795439250153,5.110363200333379,7.629097747799752,58.66,athlete_01,deep-squat,20
5867,0,-0.1674522133217705,0.0583147562915315,-10.285506848543708,-24.18786671741657,4.395031505060304,8.069475160106684,58.67,athlete_01,deep-squat,20
5868,0,-0.1604783849984893,0.0544624073933151,-10.322802919377605,-25.007585159613956,3.393206866562747,8.253136810301527,58.68,athlete_01,deep-squat,20
5869,0,-0.1614206565372926,0.0543853335769976,-10.37515575345004,-26.09898533713215,2.5591441341725742,8.840068477658713,58.69,athlete_01,deep-squat,20
5870,0,-0.161996627496212,0.0415108270554531,-10.389287441106111,-26.131775540614832,2.098871929817682,9.507449673883825,58.7,athlete_01,deep-squat,20
5871,0,-0.1685332582111204,0.0405352758695411,-10.446766971673132,-26.923027329947615,1.2460515572553472,10.055256551464852,58.71,athlete_01,deep-squat,20
5872,0,-0.1654725468499992,0.0339551598410503,-10.494141665619477,-27.630410245768132,0.7665430341471806,10.466746574863167,58.72,athlete_01,deep-squat,20
