loop,trig_cnt,accel_x_ms2,accel_y_ms2,accel_z_ms2,gyro_x_dps,gyro_y_dps,gyro_z_dps
413,90252,-8.600812266656234,1.0627981868767837,1.626692427314038,27.18472255055407,100.45611340093491,-5.266688401090118
414,90470,-8.012202900978293,0.8316186539962009,1.4472089022210588,29.41655242824812,85.67021738684755,2.8226141416194093
415,90688,-7.659427109758247,0.4103885431705278,0.9131639460612619,30.12200282403841,57.16172686554209,9.199364922915777
416,90906,-7.753261665773458,0.023344973326346607,0.0025442534920774307,27.001590098138408,17.899092839896063,12.606528595635382
417,91124,-8.176390131371626,-0.21927087872915282,-0.5913229655276814,23.87167677240178,-26.701165777941874,17.75609790160552
418,91342,-8.545034409281312,-0.41992077375602843,-0.805849467642356,15.408840018936951,-60.5369445502436,21.02020585087775
419,91560,-8.866914663914502,-0.6470378872564495,-0.41412147066474236,4.971068816808993,-86.0144857701862,22.262509050157508
420,91778,-9.28131514698948,-0.8846594835866369,-0.0606103781366395,-5.953362521075984,-98.165012344803,24.092351033206604
421,91996,-9.59782226941765,-1.0578078368689618,0.20755521031220125,-14.494864841977027,-96.43823172028057,23.946715750813873
422,92214,-9.99757298156787,-1.0506708567101835,0.1278692094015516,-22.513651946745497,-81.96584185466217,17.692851727442008
423,92432,-10.418290026523293,-0.8176400491534705,-0.09193489798125137,-27.514119195660488,-62.566693895197915,7.127820861820728
424,92650,-10.909314800465374,-0.4113309752879215,-0.6591982827654883,-31.116018774720235,-40.25534833282721,-6.560670832988135
425,92868,-11.369950505612362,-0.05414813931952284,-1.119886665935228,-30.1627945200533,-17.84242475905969,-17.546536596280315
426,93086,-11.644265355989557,0.23830900244943365,-1.2067815294396913,-22.579007660512612,10.433693336467147,-26.31665463167521
427,93304,-11.597265536292364,0.4233635462018598,-0.8115860848841441,-14.22926313997704,39.34834021509591,-30.100427092788436
428,93522,-11.047107580869227,0.6515191224543552,0.08655618364236961,-6.992182142711824,65.60881974635916,-29.497478881905053
429,93740,-10.23743536090884,0.9248335609501247,0.9187929878590825,4.809518715398612,86.82060625438197,-21.451409749235225
