Timestamp,Acceleration_X,Acceleration_Y,Acceleration_Z,Gyro_X,Gyro_Y,Gyro_Z
2026-03-04T18:45:26.834748,-1.167697,-9.537790,3.120240,0.021991,-0.043982,0.014660
2026-03-04T18:45:26.844748,-1.191625,-9.513862,3.158525,0.019547,-0.045204,0.013439
2026-03-04T18:45:26.853748,-1.186840,-9.461220,3.110669,0.018325,-0.041538,0.015882
2026-03-04T18:45:26.863748,-1.196411,-9.504291,3.081955,0.017104,-0.041538,0.015882
2026-03-04T18:45:26.872748,-1.172483,-9.537790,3.096312,0.018325,-0.041538,0.015882
2026-03-04T18:45:26.882748,-1.196411,-9.561719,3.053241,0.019547,-0.041538,0.015882
2026-03-04T18:45:26.892748,-1.138983,-9.576076,3.115455,0.021991,-0.043982,0.015882
2026-03-04T18:45:26.901748,-1.129412,-9.571290,3.086741,0.023212,-0.041538,0.017104
2026-03-04T18:45:26.911748,-1.124626,-9.533005,3.096312,0.021991,-0.041538,0.015882
2026-03-04T18:45:26.921748,-1.177268,-9.552147,3.091526,0.023212,-0.041538,0.015882
2026-03-04T18:45:26.930748,-1.158126,-9.590432,3.115455,0.024434,-0.045204,0.014660
2026-03-04T18:45:26.940748,-1.148554,-9.504291,3.134597,0.025656,-0.043982,0.013439
2026-03-04T18:45:26.949748,-1.129412,-9.533005,3.110669,0.025656,-0.043982,0.010995
2026-03-04T18:45:26.959748,-1.162911,-9.547362,3.058027,0.020769,-0.042760,0.014660
2026-03-04T18:45:26.969748,-1.095912,-9.528219,3.058027,0.021991,-0.042760,0.015882
2026-03-04T18:45:26.978748,-1.186840,-9.533005,3.110669,0.025656,-0.043982,0.014660
2026-03-04T18:45:26.988748,-1.201196,-9.513862,3.129811,0.029321,-0.046425,0.017104
2026-03-04T18:45:26.997748,-1.172483,-9.533005,3.182454,0.030543,-0.047647,0.014660
2026-03-04T18:45:27.007748,-1.210768,-9.513862,3.139383,0.029321,-0.045204,0.015882
2026-03-04T18:45:27.017748,-1.167697,-9.475577,3.120240,0.030543,-0.045204,0.013439
2026-03-04T18:45:27.026748,-1.119840,-9.509077,3.153740,0.021991,-0.045204,0.015882
2026-03-04T18:45:27.036748,-1.177268,-9.494720,3.158525,0.019547,-0.045204,0.015882
2026-03-04T18:45:27.046748,-1.162911,-9.561719,3.105883,0.018325,-0.046425,0.014660
2026-03-04T18:45:27.055748,-1.201196,-9.561719,3.125026,0.025656,-0.050090,0.013439
2026-03-04T18:45:27.065748,-1.220339,-9.633503,3.105883,0.043982,-0.053756,0.006108
2026-03-04T18:45:27.074748,-1.205982,-9.552147,3.168097,0.051312,-0.057421,0.004886
2026-03-04T18:45:27.084748,-1.143769,-9.528219,3.148954,0.061086,-0.061086,0.007330
2026-03-04T18:45:27.094748,-1.091127,-9.619146,3.139383,0.046425,-0.057421,0.008552
2026-03-04T18:45:27.103748,-1.229910,-9.695717,3.125026,0.043982,-0.054977,0.007330
2026-03-04T18:45:27.113748,-1.330409,-9.872786,3.158525,0.058643,-0.070860,-0.004886
2026-03-04T18:45:27.122748,-1.301695,-9.868000,3.259024,0.109955,-0.098960,-0.014660
2026-03-04T18:45:27.132748,-1.191625,-9.743573,3.192025,0.149051,-0.123394,-0.018325
2026-03-04T18:45:27.142748,-1.158126,-9.561719,3.105883,0.171042,-0.133168,-0.014660
2026-03-04T18:45:27.151748,-1.134197,-9.456434,3.024527,0.179594,-0.129503,-0.012217
2026-03-04T18:45:27.161748,-1.081555,-9.461220,3.048455,0.195476,-0.123394,-0.010995
2026-03-04T18:45:27.171748,-1.100698,-9.556933,3.077169,0.195476,-0.118507,-0.006108
2026-03-04T18:45:27.180748,-1.162911,-9.619146,3.072384,0.221133,-0.114842,-0.004886
2026-03-04T18:45:27.190748,-1.143769,-9.647860,3.072384,0.238237,-0.114842,0.001221
2026-03-04T18:45:27.199748,-1.138983,-9.714859,3.163311,0.263893,-0.113620,0.001221
2026-03-04T18:45:27.209748,-1.138983,-9.911071,3.239881,0.321315,-0.105068,-0.008552
2026-03-04T18:45:27.219748,-1.182054,-9.815358,3.388236,0.379958,-0.113620,-0.006108
2026-03-04T18:45:27.228748,-1.138983,-9.489934,3.306880,0.406836,-0.118507,0.004886
