Timestamp,Acceleration_X,Acceleration_Y,Acceleration_Z,Gyro_X,Gyro_Y,Gyro_Z
2025-12-31T15:59:04.560073,9.475577,-2.756531,1.143769,0.000000,-0.145385,-0.128281
2025-12-31T15:59:04.570073,9.437292,-2.708675,1.071984,-0.012217,-0.150272,-0.130725
2025-12-31T15:59:04.579073,9.427721,-2.790031,1.071984,-0.010995,-0.160046,-0.136833
2025-12-31T15:59:04.589073,9.446863,-2.790031,0.981057,0.002443,-0.177150,-0.142942
2025-12-31T15:59:04.598073,9.470791,-2.780459,1.024128,0.019547,-0.180816,-0.149051
2025-12-31T15:59:04.608073,9.475577,-2.770888,1.062413,0.036651,-0.184481,-0.157603
2025-12-31T15:59:04.618073,9.489934,-2.703889,1.028913,0.054977,-0.185702,-0.164933
2025-12-31T15:59:04.627073,9.475577,-2.660818,1.024128,0.062308,-0.193033,-0.178372
2025-12-31T15:59:04.637073,9.561719,-2.651247,1.095912,0.062308,-0.211359,-0.182037
2025-12-31T15:59:04.647073,9.643075,-2.665604,1.071984,0.058643,-0.223576,-0.185702
2025-12-31T15:59:04.656073,9.657432,-2.708675,1.095912,0.062308,-0.226020,-0.193033
2025-12-31T15:59:04.666073,9.633503,-2.684746,1.067198,0.069638,-0.219911,-0.190589
2025-12-31T15:59:04.675073,9.585647,-2.627319,1.019342,0.067195,-0.205250,-0.182037
2025-12-31T15:59:04.685073,9.566504,-2.522035,0.985842,0.050090,-0.204028,-0.179594
2025-12-31T15:59:04.695073,9.528219,-2.603390,0.995414,0.024434,-0.226020,-0.189368
2025-12-31T15:59:04.704073,9.566504,-2.612962,0.971485,0.026878,-0.246789,-0.194255
2025-12-31T15:59:04.714073,9.738787,-2.531606,1.028913,0.047647,-0.263893,-0.204028
2025-12-31T15:59:04.723073,9.839286,-2.478964,1.048056,0.041538,-0.276111,-0.210137
2025-12-31T15:59:04.733073,9.896714,-2.431107,1.071984,0.023212,-0.277332,-0.210137
2025-12-31T15:59:04.743073,10.030712,-2.388036,1.033699,0.001221,-0.256563,-0.204028
2025-12-31T15:59:04.752073,9.978070,-2.349751,0.947557,-0.034208,-0.223576,-0.189368
2025-12-31T15:59:04.762073,9.882357,-2.249253,0.990628,-0.068416,-0.172263,-0.169820
2025-12-31T15:59:04.772073,9.724431,-2.249253,1.043270,-0.094073,-0.112399,-0.149051
2025-12-31T15:59:04.781073,9.437292,-2.206182,1.167697,-0.134390,-0.068416,-0.135612
2025-12-31T15:59:04.791073,9.241080,-2.325823,1.210768,-0.175929,-0.059864,-0.116064
2025-12-31T15:59:04.800073,9.025726,-2.464607,1.287338,-0.188146,-0.074525,-0.100181
2025-12-31T15:59:04.810073,8.973084,-2.541177,1.368694,-0.188146,-0.106290,-0.094073
2025-12-31T15:59:04.820073,9.016155,-2.665604,1.205982,-0.171042,-0.151494,-0.098960
2025-12-31T15:59:04.829073,9.131011,-2.665604,1.215553,-0.118507,-0.186924,-0.108733
2025-12-31T15:59:04.839073,9.355936,-2.589034,1.210768,-0.061086,-0.190589,-0.114842
2025-12-31T15:59:04.848073,9.585647,-2.402393,1.210768,-0.035430,-0.164933,-0.107512
2025-12-31T15:59:04.858073,9.667003,-2.388036,1.158126,-0.061086,-0.130725,-0.103847
2025-12-31T15:59:04.868073,9.786644,-2.488535,1.186840,-0.094073,-0.096516,-0.103847
2025-12-31T15:59:04.877073,9.863214,-2.545963,1.067198,-0.106290,-0.050090,-0.087964
2025-12-31T15:59:04.887073,9.848857,-2.478964,1.038485,-0.107512,-0.003665,-0.068416
2025-12-31T15:59:04.897073,9.887142,-2.469392,0.976271,-0.133168,0.035430,-0.059864
2025-12-31T15:59:04.906073,9.810572,-2.431107,0.923629,-0.175929,0.054977,-0.048869
2025-12-31T15:59:04.916073,9.858429,-2.474178,0.995414,-0.228463,0.067195,-0.025656
2025-12-31T15:59:04.925073,9.997212,-2.636890,0.957129,-0.270002,0.064751,-0.014660
2025-12-31T15:59:04.935073,10.179067,-2.751745,1.038485,-0.272445,0.062308,-0.007330
2025-12-31T15:59:04.945073,10.341779,-2.770888,1.062413,-0.252898,0.083077,0.002443
2025-12-31T15:59:04.954073,10.456634,-2.675175,0.957129,-0.232128,0.116064,0.021991
2025-12-31T15:59:04.964073,10.494919,-2.598605,0.942772,-0.226020,0.160046,0.050090
2025-12-31T15:59:04.973073,10.394421,-2.512463,0.923629,-0.251676,0.210137,0.081855
2025-12-31T15:59:04.983073,10.250852,-2.584248,0.880558,-0.299323,0.246789,0.117286
2025-12-31T15:59:04.993073,10.073783,-2.651247,0.823130,-0.322536,0.270002,0.155159
2025-12-31T15:59:05.002073,9.844072,-2.804388,0.813559,-0.315206,0.280997,0.189368
2025-12-31T15:59:05.012073,9.633503,-2.947957,0.775274,-0.287106,0.282219,0.222354
2025-12-31T15:59:05.022073,9.485148,-2.938386,0.842273,-0.238237,0.271224,0.241902
2025-12-31T15:59:05.031073,9.375078,-2.880958,0.957129,-0.175929,0.261450,0.254119
2025-12-31T15:59:05.041073,9.317651,-2.818745,1.000199,-0.113620,0.257785,0.266337
2025-12-31T15:59:05.050073,9.198010,-2.713460,1.071984,-0.065973,0.255341,0.282219
2025-12-31T15:59:05.060073,9.083154,-2.565105,1.028913,-0.040317,0.267558,0.293215
2025-12-31T15:59:05.070073,8.953942,-2.512463,1.081555,-0.046425,0.270002,0.307876
2025-12-31T15:59:05.079073,8.848657,-2.450250,1.000199,-0.080634,0.261450,0.318871
2025-12-31T15:59:05.089073,8.848657,-2.531606,0.947557,-0.117286,0.240680,0.323758
2025-12-31T15:59:05.098073,8.815158,-2.651247,1.028913,-0.122173,0.200363,0.316428
2025-12-31T15:59:05.108073,8.977870,-2.723032,0.990628,-0.105068,0.158824,0.295658
2025-12-31T15:59:05.118073,9.040083,-2.670390,0.942772,-0.081855,0.136833,0.270002
2025-12-31T15:59:05.127073,9.169296,-2.541177,0.971485,-0.075747,0.140498,0.244346
2025-12-31T15:59:05.137073,9.260223,-2.608176,0.933200,-0.089186,0.155159,0.222354
2025-12-31T15:59:05.147073,9.221938,-2.622533,0.971485,-0.107512,0.169820,0.193033
2025-12-31T15:59:05.156073,9.116654,-2.694318,1.033699,-0.125838,0.182037,0.168598
2025-12-31T15:59:05.166073,9.001798,-2.780459,1.009771,-0.134390,0.174707,0.147829
2025-12-31T15:59:05.175073,8.939585,-2.828316,1.024128,-0.133168,0.155159,0.128281
2025-12-31T15:59:05.185073,8.863014,-2.924029,1.062413,-0.129503,0.118507,0.106290
2025-12-31T15:59:05.195073,8.934799,-3.005385,1.052841,-0.123394,0.070860,0.086742
2025-12-31T15:59:05.204073,9.092725,-3.038884,1.119840,-0.108733,0.021991,0.070860
2025-12-31T15:59:05.214073,9.255437,-3.081955,1.143769,-0.084299,-0.009773,0.061086
