Timestamp,Acceleration_X,Acceleration_Y,Acceleration_Z,Gyro_X,Gyro_Y,Gyro_Z
2026-01-24T19:32:32.205635,4.364508,-3.412165,3.072384,-0.280997,2.258979,1.689652
2026-01-24T19:32:32.215635,4.555934,-5.302494,3.144168,-0.260228,2.023185,1.665218
2026-01-24T19:32:32.224635,4.914857,-6.551548,3.105883,0.040317,1.833817,1.560149
2026-01-24T19:32:32.234635,5.230710,-6.747759,3.259024,0.580321,1.727526,1.375668
2026-01-24T19:32:32.243635,5.359922,-5.632704,3.263810,1.149648,1.715309,1.172861
2026-01-24T19:32:32.253635,5.106283,-3.981656,3.268595,1.431867,1.759291,0.996931
2026-01-24T19:32:32.263635,4.646861,-2.493321,3.814159,1.240056,1.767843,0.851545
2026-01-24T19:32:32.272635,4.225724,-1.899901,4.024727,0.718377,1.683544,0.756251
2026-01-24T19:32:32.282635,3.713660,-1.995614,3.866801,0.068416,1.514945,0.747698
2026-01-24T19:32:32.292635,3.311666,-2.665604,4.039084,-0.561995,1.290147,0.728151
2026-01-24T19:32:32.301635,3.297309,-3.842873,4.594219,-1.088561,1.060461,0.663399
2026-01-24T19:32:32.311635,3.225524,-5.446064,5.149354,-1.414763,0.856432,0.590095
2026-01-24T19:32:32.320635,3.268595,-6.876972,5.474778,-1.492954,0.679282,0.497244
2026-01-24T19:32:32.330635,3.278166,-8.001598,5.771488,-1.391550,0.519235,0.372627
2026-01-24T19:32:32.340635,3.440878,-8.714659,6.288337,-1.210734,0.368962,0.228463
2026-01-24T19:32:32.349635,3.493520,-8.882157,6.604190,-0.962723,0.212581,0.075747
2026-01-24T19:32:32.359635,3.608376,-8.470592,6.838686,-0.747698,0.052534,-0.046425
2026-01-24T19:32:32.368635,3.809373,-7.934599,7.092326,-0.742811,-0.087964,-0.145385
2026-01-24T19:32:32.378635,4.034298,-7.824529,7.618747,-0.983492,-0.199142,-0.228463
2026-01-24T19:32:32.388635,4.374079,-8.307880,8.499305,-1.353677,-0.270002,-0.326201
2026-01-24T19:32:32.397635,4.718646,-9.561719,9.470791,-1.799608,-0.302989,-0.426383
2026-01-24T19:32:32.407635,5.115854,-11.772687,9.887142,-2.245540,-0.322536,-0.486248
2026-01-24T19:32:32.417635,5.699703,-14.778072,10.365707,-2.616946,-0.354301,-0.478918
2026-01-24T19:32:32.426635,6.451049,-18.190237,10.734202,-2.801427,-0.375071,-0.438601
2026-01-24T19:32:32.436635,7.235895,-21.176479,10.528419,-2.541198,-0.316428,-0.394618
2026-01-24T19:32:32.445635,7.853243,-22.693529,9.968498,-1.808160,-0.152716,-0.333532
2026-01-24T19:32:32.455635,7.886743,-22.277178,9.633503,-0.922406,0.122173,-0.304210
2026-01-24T19:32:32.465635,7.623532,-20.568703,9.667003,-0.307876,0.425162,-0.326201
2026-01-24T19:32:32.474635,6.862615,-18.530018,9.882357,-0.160046,0.675616,-0.359188
2026-01-24T19:32:32.484635,5.982056,-17.376677,10.346564,-0.471587,0.792902,-0.393397
2026-01-24T19:32:32.493635,5.302494,-17.615959,10.557133,-1.103222,0.720820,-0.463035
2026-01-24T19:32:32.503635,5.101497,-19.353149,10.246066,-1.728748,0.511904,-0.570548
